summary,region,gname,country
"5/5/1971: Unknown perpetrators threw three firebombs into the Old Main building at Arizona State University in Tempe, United States.  The fires were extinguished before any damage was inflicted on the building.",1,Left-Wing Militants,217
"5/5/1971: Unknown perpetrators firebombed a Selective Service office that was located in a Federal building in Kansas City, Kansas, United States.  There were no casualties and it is not known if the building sustained any damages.",1,Left-Wing Militants,217
"5/5/1971: Unknown perpetrators placed a pipe bomb on a street in the vicinity the campus of the University of California, Riverside, United States.  The bomb was discovered and subsequently removed.",1,Student Radicals,217
,8,Unknown,362
,3,Unknown,222
"5/6/1971: Unknown perpetrators bombed an unmanned Pacific Gas & Electric Company substation in the vicinity of San Jose, California, United States.  A power generator was knocked out and electric service was temporarily stopped to Los Altos, Lost Gatos, Davenport, and Big Basin.",1,Left-Wing Militants,217
"5/6/1971: Suspected members of the Chicano Liberation Front bombed a Standard Oil refinery in East Los Angeles, California, United States.  Standard Oil was the target of anti-war demonstrators later that day.  There were no casualties but the attack caused an estimated $5,000 in damages.",1,Chicano Liberation Front,217
"5/6/1971: Unknown perpetrators firebombed a Military Recruiting Center in Burlingame, California, United States.  It is unknown if the recruiting center sustained any damages.",1,Left-Wing Militants,217
"5/6/1971: An explosive device detonated within the vicinity of Military Trucks at the Naval Ammunition Depot in Hawthorne, Nevada, United States.  Private Charles Henderson was killed and Lance Corporal Charles Bauer was injured.",1,Left-Wing Militants,217
,1,Students for a Democratic Society,217
,8,Basque Fatherland and Freedom (ETA),185
,8,Protestant extremists,603
"5/8/1971: Suspected members of the Chicano Liberation Front bombed the Los Angeles County welfare office located in the Department of Public Social Services Building in Los Angeles, California, United States.  The were no casualties but the front door was destroyed.",1,Chicano Liberation Front,217
,1,Unknown,217
,1,Regulators,217
"5/9/1971: Suspected members of the Chicano Liberation Front tossed a firebomb into the Shopping Bag market in Altadena, California, United States.  There were no casualties but the supermarket sustained an estimated $2,500 in damages.",1,Chicano Liberation Front,217
,2,Unknown,58
,1,Unknown,217
"5/11/1971: In a series of two incidents that might have been part of a multiple attack, suspected members of the Chicano Liberation Front firebombed the Bank of America Woodland Hills branch in Los Angeles, California, United States.  The bomb smashed through a window but did not cause any damage to the interior of the building.",1,Chicano Liberation Front,217
"5/11/1971: In a series of two incidents that might have been part of a multiple attack, unknown perpetrators firebombed the Bank of America Chatworth branch in Los Angeles, California, United States.  There were no casualties but the rear door of the building was damaged.",1,Left-Wing Militants,217
"5/11/1971: Unknown perpetrators firebombed Army Reserve Jeeps stationed at the Sheridan Armory in Baltimore, Maryland, United States.  There were no casualties but three Jeeps sustained a total of $1,500 in damages.  Nine other unexploded incendiary devices were discovered at the scene.",1,Left-Wing Militants,217
,3,Unknown,26
"5/12/1971: Unknown perpetrators bombed the car of Lloyd Early, the Superintendent of Palm Beach County.  The car was stationed in the parking lot of North Shore Junior-Senior High School in West Palm Beach, Florida, United States.  The vehicle sustained minor damages. The Palm Beach County school district was the scene of intense racial conflict.",1,Black Nationalists,217
,1,Black Panthers,217
,10,Unknown,94
,10,Turkish People's Liberation Army,209
,8,Unknown,78
,10,Turkish People's Liberation Army,209
,9,Unknown,499
,10,Unknown,94
,9,Unknown,499
,9,Unknown,499
,9,Unknown,499
"5/19/1971: Members of the Black Liberation Army shot and wounded two police officers, Thomas P. Curry and Nicholas J. Binetti, in Manhattan, New York, United States.  The officers were guarding the home of New York District Attorney Frank Hogan when they saw a car going the wrong way down a one-way street.  When the officers caught up with the vehicle six blocks away, the perpetrators fired shots into the police car.  The radio car was riddled with bullets and the windshield was shattered.",1,Black Liberation Army,217
,1,Unknown,217
,1,Black Liberation Army,217
"5/21/1971: Two radical leftists failed in their attempts to firebomb the San Bruno Herald in San Bruno, California, United States.",1,Left-Wing Militants,217
,8,Official Irish Republican Army (OIRA),603
,3,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),11
,1,Unknown,217
,1,Unknown,217
,8,Irish Republican Army (IRA),603
"5/28/1971: Unknown perpetrators placed a bomb in the parking lot of the Bedford Park Sherriff's Station in Bedford Park, Illinois, United States.  The bomb was discovered and subsequently disarmed a half hour before it was supposed to detonate.",1,Black Nationalists,217
,8,Basque Fatherland and Freedom (ETA),185
"5/29/1971: Black militants fired into the Police Headquarters of Cairo, Illinois, United States, injuring a police officer.  Following the shooting, police officers noticed four men armed with guns across the street from the station.  The officers fired on the assailants initiating a shoot-out that lasted two hours.  Two additional policemen sustained bullet wounds while all four perpetrators eventually escaped.",1,Black Nationalists,217
,1,Unknown,217
,8,Catalan Liberation Front (FAC),185
,1,Black Liberation Army,217
,8,Catalan Liberation Front (FAC),185
,1,Unknown,217
,1,Unknown,217
,10,Popular Front for the Liberation of Palestine (PFLP),406
"6/11/1971: In a series of related incidents, unknown perpetrators, protesting the actions of the Mexican government, bombed the Mexican-American radio station KALI in Los Angeles, California, United States.  There were no casualties but windows at the building were shattered.",1,Chicano Radicals,217
"6/11/1971: In a series of related incidents, unknown perpetrators, protesting the actions of the Mexican government, bombed the Mexican-American radio station KWKW in Pasadena, California, United States.  There were no casualties but the building sustained an estimated $1,000 in damages.  Additionally, station was knocked off the air for ten minutes.",1,Chicano Radicals,217
,8,Catalan Liberation Front (FAC),185
,1,Unknown,217
"6/13/1971: Unknown perpetrators, protesting the actions of the Mexican government, bombed a gas station adjacent to the Spanish language television channel KMEX-TV in Los Angeles, California, United States.  There were no casualties but a truck sustained minor damage and one window at the gas station was shattered.",1,Chicano Radicals,217
"6/15/1971: Unknown perpetrators, protesting the actions of the Mexican government, bombed the Joaquin Murieta Center, a Mexican-American  college recruitment facility, in Los Angeles, California, United States.  There were no casualties and it is unknown if the buildings sustained any damage.",1,Chicano Radicals,217
"6/16/1971: Unknown perpetrators placed a pipe bomb at the county building in Santa Cruz, California, United States.  An anonymous caller notified the authorities of the device and it was subsequently removed.",1,Chicano Radicals,217
"6/17/1971: Unknown perpetrators, protesting the actions of the Mexican government, bombed the Mexican-American newspaper LA Opinion in Los Angeles, California, United States.  There were no casualties but the front of the office was damaged and windows at an store adjacent store were shattered.",1,Chicano Radicals,217
,1,Black Liberation Army,217
"6/21/1971: Unknown perpetrators placed a pipe bomb in a purse and left the device at a City Council meeting in San Jose, California, United States.  The bomb was discovered and subsequently removed.  The meeting discussed a controversial debate on a proposed mobile home development.",1,Unknown,217
,1,Jewish Defense League (JDL),217
"6/22/1971: In a series of two incidents that might have been part of a multiple attack, suspected members of the Chicano Liberation Front bombed a campus security police car parked outside of the administration building at California State University, Los Angeles, United States.  There were no casualties but the vehicle was destroyed.",1,Chicano Liberation Front,217
"6/22/1971: In a series of two incidents that might have been part of a multiple attack, suspected members of the Chicano Liberation Front bombed a counselor's office at Lincoln High School in Los Angeles, California, United States.  While police were investigating the incident, a police car located outside of the high school was bombed.  There were no casualties but the counselor's office and the police car were both damaged.",1,Chicano Liberation Front,217
,1,Unknown,217
"6/24/1971: Suspected members of the Chicano Liberation Front detonated a bomb at Belvedere Junior High School in Los Angeles, California, United States.  There were no casualties but the explosion destroyed one office at the school and shattered windows in three others.",1,Chicano Liberation Front,217
"6/25/1971: Unknown perpetrators failed in their attempts to firebomb a draft board in Freeport, New York, United States.",1,Left-Wing Militants,217
,1,Unknown,217
,8,Revolutionary Communist League (LCR) (Spain),185
,1,Secret Cuban Government,217
"7/1/1971: A member of the Chicano Liberation Front bombed the 63rd Army Reserve center in Los Angeles, California, United States.  There were no casualties but the building sustained an estimated $2,400 in damages.",1,Chicano Liberation Front,217
,8,GAC,185
,1,Unknown,217
"7/6/1971: The Chicano Liberation Front threw a firebomb into Montebello High School in Montebello, California, United States.  There were no casualties but one classroom was destroyed and classrooms were damaged.",1,Chicano Liberation Front,217
,1,Chicano Liberation Front,217
"7/8/1971: The Chicano Liberation Front bombed a post office in East Los Angeles, California, United States.  There were no casualties but windows were shattered.",1,Chicano Liberation Front,217
"7/9/1971: Unknown perpetrators bombed the City Hall of Providence, Rhode Island, United States.  There were no casualties but windows were shattered at the City Hall and surrounding buildings.",1,Left-Wing Militants,217
"7/9/1971: Unknown perpetrators bombed the Selective Service Headquarters in San Diego, California, United States.  There were no casualties and it is not known if the building was damaged.",1,Left-Wing Militants,217
,8,Irish Republican Army (IRA),603
,8,Irish Republican Army (IRA),603
,8,Unknown,185
,8,Catalan Liberation Front (FAC),185
,8,Catalan Liberation Front (FAC),185
"7/18/1971: Suspected members of the Chicano Liberation Front bombed a Monterey Park branch of the Bank of America in Los Angeles, California, United States.  There were no casualties but the explosion caused extensive damage to the interior of the building.",1,Chicano Liberation Front,217
"7/21/1971: Three members of the Black Liberation Army robbed Fidelity Savings and Loan in San Francisco, California, United States.  $9,400 was stolen.",1,Black Liberation Army,217
"7/24/1971: Unknown perpetrators bombed and robbed the National Guard Armory in Santa Cruz, California, United States.  There were no casualties but the pipe bomb caused major damage to the armory's radio equipment room.  Several guns were also stolen.",1,Left-Wing Militants,217
,1,Jewish Defense League (JDL),217
,10,RYF,209
,3,Peronist Armed Forces (FAP),11
"7/28/1971: Unknown perpetrators threw two firebombs into the Bank of America branch in Ben Lomond, California, United States.  The fire was extinguished quickly and caused little damage.",1,Left-Wing Militants,217
,8,Revolutionary Communist League (LCR) (Spain),185
,1,Jewish Defense League (JDL),217
,8,Irish Republican Army (IRA),603
,8,Irish Republican Extremists,603
,8,Irish Republican Army (IRA),603
,8,Irish Republican Army (IRA),603
,1,Jewish Defense League (JDL),217
,8,Unknown,603
,8,Irish Republican Extremists,603
,1,Unknown,217
,8,Official Irish Republican Army (OIRA),603
,1,Black Liberation Army,217
,1,Black Liberation Army,217
,1,Unknown,217
,1,Unknown,217
,1,Armed Revolutionary Independence Movement (MIRA),217
,1,Armed Revolutionary Independence Movement (MIRA),217
,1,Armed Revolutionary Independence Movement (MIRA),217
,1,Armed Revolutionary Independence Movement (MIRA),217
,1,Armed Revolutionary Independence Movement (MIRA),217
,1,Armed Revolutionary Independence Movement (MIRA),217
,1,Armed Revolutionary Independence Movement (MIRA),217
,1,Armed Revolutionary Independence Movement (MIRA),217
,1,Armed Revolutionary Independence Movement (MIRA),217
,1,Armed Revolutionary Independence Movement (MIRA),217
,1,Armed Revolutionary Independence Movement (MIRA),217
,1,Armed Revolutionary Independence Movement (MIRA),217
,1,Armed Revolutionary Independence Movement (MIRA),217
,1,Armed Revolutionary Independence Movement (MIRA),217
,1,Armed Revolutionary Independence Movement (MIRA),217
"8/23/1971: Unknown perpetrators placed a pipe bomb in the main lobby of Yeshiva University in Manhattan, New York, United States.  The bomb was discovered and disarmed three minutes before it was set to detonate.",1,White extremists,217
,1,Black Liberation Army,217
,8,Unknown,185
,1,Unknown,217
,8,Black September,185
,8,Irish Republican Army (IRA),603
,8,Irish Republican Army (IRA),603
,1,Chicano Liberation Front,217
,1,Black Liberation Army,217
,8,Popular Front for the Liberation of Palestine (PFLP),98
,1,"Weather Underground, Weathermen",217
"8/28/1971: In a series of related attacks, the Weathermen bombed the headquarters of the Department of Corrections Office located in a state office facility in Sacramento, California, United States.  There were no casualties but two restrooms were destroyed and the building sustained structural damage.  The incident took place on the same day as the funeral of George Jackson.",1,"Weather Underground, Weathermen",217
"8/28/1971: Unknown perpetrators bombed the State Department of Rehabilitation Office in San Mateo California.  There were no casualties but the building sustained an estimated $40,000 in damages.  The incident took place on the same day as the funeral of George Jackson, a leader of the Black Panthers.",1,Black Nationalists,217
,1,Black Liberation Army,217
,1,Chicano Liberation Front,217
,1,"Weather Underground, Weathermen",217
,8,Irish Republican Army (IRA),603
,8,Irish Republican Army (IRA),603
"8/30/1971: Ten school buses, that would have been used to transport African American students as part of a court-ordered integration plan, were blown up in Pontiac, Michigan, United States.  Five members of the Ku Klux Klan were convicted of the attack.",1,Ku Klux Klan,217
,5,Unknown,36
,5,Unknown,36
"9/1/1971: Unknown perpetrators detonated a dynamite bomb in two vacant classrooms of a desegregated school in Columbus, Georgia, United States.  There were no casualties.",1,White extremists,217
"9/2/1971: Unknown perpetrators threw eight firebombs into the recently desegregated George Washington Carver Elementary School in Kannapolis, North Carolina, United States.  There were no casualties and the school sustained only minor damages.",1,White extremists,217
