index,eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related,motive2,topic1,topic2
1755,201606010028,2016,6,1,,0,,147,Nigeria,11,Sub-Saharan Africa,Delta,Warri South-West district,5.517266,5.254836,3.0,0,,"06/01/2016: Assailants detonated explosives at a Chevron oil well in Warri South-West, Delta, Nigeria. This was one of two coordinated attacks on oil wells in the area on the same day. There were no reported casualties resulting from the attacks. The Niger Delta Avengers (NDA) claimed responsibility for the incident and stated that the attack was intended to ""show the whole world that the Nigeria military is good in harassing innocent Nigerians.""",1,1,1,0.0,,,1.0,1,0,3,Bombing/Explosion,,,,,21,Utilities,108.0,Oil,Chevron Nigeria Limited (CNL),Oil Well,147.0,Nigeria,,,,,,,,,,,,,,,,,Niger Delta Avengers (NDA),,,,,,"The Niger Delta Avengers (NDA) claimed responsibility for the incident and stated that the attack was intended to ""show the whole world that the Nigeria military is good in harassing innocent Nigerians.""",0.0,,,0,-99.0,0.0,1.0,7.0,"Posted to website, blog, etc.",,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,-99.0,An oil well was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Militants Claim Attack On Chevron Oil Wells In Nigeria,"" AFP (World Service), June 1, 2016.","""Ahead Buhari’s visit: Avengers blow up Chevron oil wells,"" Daily Trust Nigera, June 1, 2016.","""UPDATE 1-Nigerian militant group says it blew up two Chevron wells,"" Reuters Africa, June 1, 2016.",START Primary Collection,0,0,0,0,"201606010028, 201606010029","[u'niger', u'delta', u'aveng', u'claim', u'respons', u'intend', u'world', u'nigeria', u'militari', u'good', u'harass', u'innoc', u'nigerian']",0.0614103265106678,0.9385896325111389
1767,201209050016,2012,9,5,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.840929,13.141459,1.0,0,West End area,"09/05/2012: Assailants attacked a cell phone tower in the West End area of Maiduguri city, Borno state, Nigeria. One person died in the attack, and the tower was destroyed. This was one of 21 identifiable cell phone towers or buildings targeted on September 5, 2012. Boko Haram claimed responsibility for the incidents and said that they attacked the towers and buildings because cell phone companies were providing information to authorities about Boko Haram members.",1,1,1,0.0,,,1.0,1,0,7,Facility/Infrastructure Attack,,,,,16,Telecommunication,90.0,Telephone/Telegraph,Unknown,Cell Tower,147.0,Nigeria,,,,,,,,,,,,,,,,,Boko Haram,,,,,,Boko Haram claimed responsibility and stated that they attacked the cell phone towers because they suspected that telecom providers were helping authorities investigate Boko Haram's organization.,0.0,,,0,10.0,0.0,1.0,4.0,E-mail,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,-99.0,One cell tower was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Nigeria phone mast attacks kill 15, schools burnt: officials,"" Agence France Presse -- English, September 7, 2012.","""Mobile phone towers attacked in north Nigeria,"" Press Trust of India, September 7, 2012.","""UPDATE 2-Nigerian Islamists claim phone network sabotage,"" Reuters News, September 7, 2012.",START Primary Collection,0,0,0,0,"201209050009, 201209050010, 201209050011, 201209050012, 201209050013, 201209050014, 201209050015, 201209050016, 201209050017, 201209050018, 201209050019, 201209050020, 201209050021, 201209050022, 201209050023, 201209050024, 201209050025, 201209050026, 201209050027, 201209050028, 201209050029","[u'boko', u'haram', u'claim', u'respons', u'attack', u'cell', u'phone', u'tower', u'suspect', u'telecom', u'provid', u'help', u'author', u'investig', u'boko', u'haram', u'organ']",0.5035251975059509,0.4964748024940491
1780,201402160050,2014,2,16,,0,,93,Indonesia,5,Southeast Asia,Aceh,North Aech district,5.021692,97.188586,3.0,0,,"02/16/2014: Assailants opened fire on a Nasdem Party campaign post in North Aech district, Aceh province, Indonesia. At least two people were wounded in the attack. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,84.0,Political Party Member/Rally,Nasdem Party,Campaign Post: Zubir HT,93.0,Indonesia,,,,,,,,,,,,,,,,,Unknown,,,,,,"The specific motive is unknown; however, sources noted that elections were scheduled for April 9, 2014.",0.0,,,0,2.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Aceh legislative candidate shot dead,"" Jakarta Post, March 4, 2014.","""Political violence in Aceh,"" Jakarta Post, February 18, 2014.",,START Primary Collection,-9,-9,0,-9,,"[u'note', u'elect', u'schedul', u'april']",0.8227411508560181,0.17725881934165955
1782,201406140026,2014,6,14,,0,,4,Afghanistan,6,South Asia,Kabul,Kabul,34.516895,69.14701099999999,1.0,0,,"06/14/2014: An explosive device detonated in the eleventh police district of Kabul city, Kabul province, Afghanistan. There were no reported casualties in the blast. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,20,Unknown,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,Unknown,,,,,,"The specific motive is unknown; however, sources speculated that the attack was part of a larger trend of violence aimed at disrupting the June 14, 2014 run-off presidential elections.",0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Ballots cast in Kabul amid blasts, low turnout,"" Pajhwok Afghan News English, June 14, 2014.","""OSC Media Highlights on Afghanistan 14 June 2014,"" OSC Summary, June 14, 2014.",,START Primary Collection,-9,-9,1,1,,"[u'larger', u'trend', u'violenc', u'aim', u'disrupt', u'june', u'presidenti', u'elect']",0.903674304485321,0.09632568806409836
1786,200009180012,2000,9,18,,0,,92,India,6,South Asia,Tripura,Dhalai district,23.846698,91.909924,3.0,0,Nepal Tilla in Dhalai district,"9/18/2000: Miscreants threw a bomb at a vehicle in Nepal Tilla in Dhalai district, Tripura state, India.  15 tribal members were injured in the attack.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Civilians,Tribal members in Tripura state,92.0,India,,,,,,,,,,,,,,,,,Miscreants,,,,,,"Specific motive is unknown, but the attack occurred during a period of increased violence between miscreants and tribals.  The attack may have been retaliatory.",0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,,0.0,0.0,0.0,15.0,0.0,0.0,1,4.0,Unknown,,A powerful bomb exploded in the vicinity of a vehicle,0.0,,,,,,,,,,,,,,,,The incident occurred during a period of escalated retaliatory attacks between miscreants and tribals.  This may have been in retaliation for a previous attack.,"""Six killed in Tripura violence,"" The Times of India, September 20, 2000.","""Six die in Tripura violence,"" BBC, September 19, 2000.",,UMD Schmid 2012,-9,-9,0,-9,,"[u'occur', u'period', u'increas', u'violenc', u'miscreant', u'tribal', u'retaliatori']",0.9155755639076233,0.0844244435429573
1797,200011220012,2000,11,22,,1,,160,Philippines,5,Southeast Asia,Basilan,Balono,6.720228,122.030205,2.0,0,The incident occurred in Balono neighborhood/village near Isabela,"11/22/2000: Sonny Abdulsalam, a businessman with ties to Moro National Liberation Front (MNLF), was abducted from his seaweed farm in Barangay Balono near Isabela, Philippines.  Approximately 20 Abu Sayyaf guerrillas forced their way into the victim's home, physically assaulted a worker, and abducted Abdulsalam.  The assailants did not immediately make a ransom demand.",0,1,1,1.0,2.0,Other Crime Type,0.0,1,0,6,Hostage Taking (Kidnapping),8.0,Unarmed Assault,,,14,Private Citizens & Property,68.0,Named Civilian,Civilians,"Sonny Abdulsalam, a businessman with ties to Moro National Liberation Front (MNLF)",160.0,Philippines,,,,,,,,,,,,,,,,,Abu Sayyaf Group (ASG),,,,,,"Specific motive is unknown; however, sources imply that the kidnapping was conducted for the purpose of receiving ransom money.",0.0,,,0,20.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,9.0,Melee,27.0,Unknown Weapon Type,,,,,,,,,The assailants were heavily armed and one victim was physically assaulted,0.0,0.0,0.0,1.0,0.0,0.0,0,,,,,1.0,1.0,0.0,-99.0,-99.0,,,-9.0,,,,,,7.0,Unknown,,,"""Philippine Muslim extremists abduct businessman,"" Agence France-Presse, November 22, 2000.","""Abu Sayyaf rebels kidnap former Moro leader,"" Philippine Daily Inquirer, November 23, 2000.",,UMD Schmid 2012,0,0,0,0,,"[u'impli', u'kidnap', u'conduct', u'purpos', u'receiv', u'ransom', u'money']",0.4741297960281372,0.5258702039718628
1804,200906290003,2009,6,30,,0,,6,Algeria,10,Middle East & North Africa,Khenchela Province,Chechar,35.038324,7.008025999999999,1.0,1,"In the Siar region, 20 kilometers from Chechar","6/30/2009: Two improvised explosive devices detonated in succession near Chechar, Khenchela province, Algeria.  Soldiers were in the region conducting a search operation at the time; one was killed and three were injured in the first blast.  Another soldier was injured in the second blast.  No group claimed responsibility for the explosions.",1,1,0,1.0,1.0,Insurgency/Guerilla Action,0.0,1,0,3,Bombing/Explosion,,,,,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Algerian military,Soldiers conducting a search in the Siar region,6.0,Algeria,,,,,,,,,,,,,,,,,Unknown,,,,,,"Specific motive is unknown; however, the soldiers were searching for the assailants of a previous attack when the bombs detonated.",0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,,1.0,0.0,0.0,4.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"Lynda N. and B. Badis, ""Two Terrorists Neutralized in El-Tarf: While One Soldier Was Killed in the Explosion of Two Bombs in Siar (Khenchela),"" Liberte, July 1, 2009.","""Soldier killed, four injured,"" El Watan, July 30, 2009.",,UMD Algeria 2010-2012,-9,-9,0,-9,,"[u'soldier', u'search', u'assail', u'previous', u'bomb', u'deton']",0.11656473577022552,0.8834352493286133
1810,201501130057,2015,1,13,,0,,19,Bangladesh,6,South Asia,Dhaka,Dhaka,23.708637,90.406164,1.0,0,The incident occurred in the Old Dhaka neighborhood.,"01/13/2015: Assailants threw four explosive devices at a podium, where Mohammad Nasim was seated, at the Sir Salimullah Medical College campus in Old Dhaka neighborhood, Dhaka city, Dhaka division, Bangladesh. Nasim, the Health Minister, was unharmed in the attack. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,0,0,1,Assassination,,,,,2,Government (General),18.0,"Government Personnel (excluding police, military)",Bangladeshi Ministry of Health and Family Welfare,Health Minister: Mohammad Nasim,19.0,Bangladesh,8.0,Educational Institution,49.0,School/University/Educational Building,Sir Salimullah Medical College,College,19.0,Bangladesh,,,,,,,,,Unknown,,,,,,"The specific motive is unknown; however, sources noted that the attack may have been part of a larger trend of violence related to Bangladesh's nationwide hartal, which began on January 6, 2015.",0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,17.0,Other Explosive Type,,,,,,,,,,,,,Four handmade bombs were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A podium was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Blockade enters 9th day,"" Financial Express Bangladesh, January 14, 2015.","""Bangladesh: Two More Die in Violence 13 January Raising Death to 13 in BNP's Ongoing Blockade,"" The Daily Star Online, January 14, 2015.",,START Primary Collection,-9,-9,0,-9,,"[u'note', u'larger', u'trend', u'violenc', u'relat', u'bangladesh', u'nationwid', u'hartal', u'begin', u'januari']",0.8115960955619812,0.1884039044380188
1815,201102250005,2011,2,25,,0,,167,Russia,9,Eastern Europe,Kabardino Balkariya,Nalchik,43.484122,43.627361,1.0,0,"The attack occurred at a police checkpoint in Nalchik, Kabardino Balkariya, Russia.","02/25/2011: On Friday evening at 2000, in Nalchik, Kabardino Balkariya, Russia, in one of four related attacks, suspected Islamist militants opened fire on a police checkpoint. Officers returned fire at the gunmen and wounded an unknown number of militants. No group claimed responsibility for the attack.",1,1,1,0.0,,,1.0,1,0,2,Armed Assault,,,,,3,Police,24.0,Police Checkpoint,Nalchik District Law Enforcement,A police checkpoint,167.0,Russia,,,,,,,,,,,,,,,,,Unknown,,,,,,The specific motive for the attack was to intimidate Nalchik law enforcement.,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,Unknown firearms were used in the attack.,0.0,0.0,0.0,,0.0,,-9,,,,It is unknown if the attack caused any property damage.,0.0,,,,,,,,,,,,,,,,,"Jane's Intelligence, ""Suspected Islamist Militants Attack Security Sites in Russia's Nalchik,"" Terrorism Watch Report, Reuters, February 28, 2011.","Amie Ferris-Rotman, ""Rebels Attack Security, Police in Russia's Caucasus,"" Reuters, February 25, 2011, http://www.trust.org/alertnet/news/rebels-attack-security-police-in-russias-caucasus/.","BBC Monitoring Former Soviet Union, ""Kabarda-Balkar Gunmen Attack Overnight - Details from Russian TV,"" LexisNexis Academic, BBC Monitoring Former Soviet Union, February 26, 2011.",ISVG,-9,-9,0,-9,"201102250005, 201102250004, 201102250006, 201102250007","[u'intimid', u'nalchik', u'enforc']",0.8638308048248291,0.1361692249774933
1826,199912120002,1999,12,12,,0,,92,India,6,South Asia,Andhra Pradesh,Rajampet,14.186479,79.151326,1.0,0,,"12/12/1999: The People's War Group (PWG) bombed the Rajampet train station in Andhra Pradesh, India. The assailants herded the station master and other officials out of the station before the bombing. The attack was reported to be carried out in retaliation for the killing of three fellow rebels by police.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,19,Transportation,100.0,Train/Train Tracks/Trolley,Train Station,Rajampet Train Station in India,92.0,India,,,,,,,,,,,,,,,,,People's War Group (PWG),,,,,,The attack was reported to be carried out in retaliation for the killing of three fellow rebels by police.,0.0,,,0,,,0.0,,,,,,,,,,6,Explosives,17.0,Other Explosive Type,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,"The bomb damaged most of the building and surrounding signal posts, but the rail was not effected.",0.0,,,,,,,,,,,,,,,,,"“Terrorists Attack Railway Station In Andhra Pradesh,” Chennai Dinamani, December 13, 1999.","“Maoist guerrillas bomb railway station in southern India,” Agence France Presse, December 12, 1999.",,CETIS,0,0,0,0,,"[u'report', u'carri', u'retali', u'kill', u'fellow', u'rebel', u'polic']",0.09159749746322632,0.9084025025367737
1830,201611260038,2016,11,26,,0,,75,Germany,8,Western Europe,Hamburg,Hamburg,53.551085,9.993682000000002,1.0,0,,"11/26/2016: Assailants attacked and set fire to an exhibition center in Hamburg, Germany. There were no reported casualties in the assault. Left-Wing extremists claimed responsibility for the incident and stated that the group did not approve of the meetings that were held at the targeted exhibition center.",1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,,,Unknown,Hamburg Exhibition Center,75.0,Germany,,,,,,,,,,,,,,,,,Left-wing extremists,,,,,,Left-Wing extremists claimed responsibility for the incident and stated that the group did not approve of the meetings that were held at the targeted exhibition center.,0.0,,,0,40.0,0.0,1.0,7.0,"Posted to website, blog, etc.",,,,,,,,8,Incendiary,18.0,Arson/Fire,9.0,Melee,21.0,Blunt Object,12.0,Other,,,,,,,"Fire, hammers, rocks, and paint were used in the attack.",0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,An exhibition center was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Leftist group claims arson attack on OSCE summit venue,"" Deutsche Welle, November 27, 2016.","""17:40 27.11.2016 In Hamburg, about 40 men in masks set fire to OSCE and G20 summit building,"" 112.UA International, November 27, 2016.",,START Primary Collection,-9,-9,0,-9,,"[u'leav', u'wing', u'extremist', u'claim', u'respons', u'group', u'approv', u'meet', u'hold', u'exhibit', u'center']",0.88555908203125,0.11444091796875
1838,197102160004,1971,2,16,,0,,217,United States,1,North America,Puerto Rico,San Juan,18.386932,-66.061127,1.0,0,Old San Juan,"2/16/1971: In a series of five incidents that might have been related, Puerto Rican nationalists placed three Molotov cocktails in an office building housing American owned businesses in San Juan, Puerto Rico.  The firebombs were discovered unignited and subsequently removed.",1,1,1,0.0,,,1.0,0,0,7,Facility/Infrastructure Attack,,,,,1,Business,4.0,Multinational Corporation,American owned business in Puerto Rico,Office building housing American businesses in the Old City of San Juan,217.0,United States,,,,,,,,,,,,,,,,,Puerto Rican Nationalists,,,,,,To protest United States owned businesses in Puerto Rico,0.0,,,0,-99.0,-99.0,0.0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Three Molotov cocktails,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,0.0,,,,,,,,,,"""Tourists Flee Bomb Blasts in San Juan Hotels,"" Washington Post, February 18, 1971.","""Bombs Blast Two Hotels In San Juan,"" The Virgin Islands Daily News, February 18, 1971.",,Hewitt Project,0,0,0,0,"197102160004, 197102160005","[u'protest', u'unit', u'state', u'own', u'busi', u'puerto', u'rico']",0.7549614310264587,0.24503856897354126
1845,198811010010,1988,11,1,,0,,217,United States,1,North America,Puerto Rico,Rio Piedras,18.386932,-66.061127,1.0,0,,"11/1/1988: In a series of two related attacks, members of the Pedro Albizu Campos Revolutionary Forces placed a pipe bomb in front of a building used by Inde Sales, Inc. in Rio Piedras, Puerto Rico.  The bomb did not detonate and was discovered three days later.  Inde Sales was a distributer of Motorola products.",1,1,1,0.0,,,1.0,0,0,3,Bombing/Explosion,,,,,1,Business,4.0,Multinational Corporation,Company distributing Motorola products in Puerto Rico,"Office Inde Sales, Inc. in Rio Piedras",217.0,United States,,,,,,,,,,,,,,,,,Pedro Albizu Campos Revolutionary Forces,,,,,,"To raise awareness to the culpability of American companies, including Motorola, for causing environmental pollution in Puerto Rico.",0.0,,,0,-99.0,-99.0,1.0,9.0,Other,,,,,,,,6,Explosives,31.0,Pipe Bomb,,,,,,,,,,,,,Pipe bomb placed in a paper bag,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,0.0,,,,,,,,,"This is part of a multiple attack with 198811010009.  The bomb was found at 10:00 AM on November 4th.  The building housing Inde Sales, Inc.  was one block away from the General Electric offices.  On November 2, an anonymous member of the Pedro Albizu Campos Revolutionary Forces (PACRF) phoned the United Press International office in San Juan and notified the news agency where it could find a communiqué from the PACRF claiming credit for incident.","""Terrorism in the United States 1988,"" Terrorist Research and Analytical Center, Counterterrorism Section Criminal Investigative Division, FBI, December 31, 1988.","""Police Find, Defuse Second Bomb Near General Electric Office,"" Associated Press, November 4, 1988.","""Obscure Group Takes Responsibility For GE Blast,"" Associated Press, November 3, 1988.",Hewitt Project,0,0,0,0,"198811010010, 198811010009","[u'rais', u'awar', u'culpabl', u'american', u'compani', u'includ', u'motorola', u'caus', u'environment', u'pollut', u'puerto', u'rico']",0.9523571729660034,0.04764286428689957
