ME_NA,claimed,year_2003,mil_barr,pol_check,pol_build,rel_place,util_elec,gov_polit,terr_nonstate,mil_check,explo_vehicle,explo_unknown,firearm_unknown,firearm_rifle,explo_project,explo_other,firearm_handgun,claim_internet,claim_note,claim_personal,ishostkid,Iraq,Afghanistan,India,Columbia,Syria,motive,suicide
False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,The Taliban claimed responsibility for the incident and demanded that the United States remove all American armed forces from Afghanistan.,False
False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Unknown,True
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,"The specific motive is unknown; however, sources noted that the Taliban viewed elections as un-Islamic.",True
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Unknown,False
False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident and stated that the attack was carried out in retaliation for Belgium's participation in a coalition against ISIL.,True
True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"PIJ said that the attack was a ""gift for the embattled people of Iraq"" and to mark the Arab Israeli Land Day, an annual protest against discrimination aimed at the Arab minority in Israel.",True
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,The specific motive for the attack is unknown.,False
True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Unknown,False
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,The specific motive for the attack is unknown.,True
False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,Unknown,False
False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Unknown,True
True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Unknown,True
True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Unknown,True
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,The specific motive for the attack is unknown.,True
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Unknown,False
False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,retaliation for a missile strike earlier in the week that killed at least 18 suspected insurgents loyal to a pro-Taliban commander,True
False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,"The specific motive is unknown; however, sources posited that the victim was accused of theft.",False
False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,Unknown,False
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"The specific motive is unknown; however, sources noted that the target, Sardar Sarfraz Khan Dombki, is an independent political candidate in Pakistan's general election, scheduled to be held on May 11th, 2013.",False
True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Unknown,True
True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,The Islamic Front (Syria) claimed responsibility for the incident and stated that the attack was carried out in retaliation for recent airstrikes.,False
