region,suicide,gname,country
1,0,Unknown,217
1,0,Black Liberation Army,217
1,0,Left-Wing Militants,217
8,0,Official Irish Republican Army (OIRA),603
3,0,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),11
1,0,Unknown,217
1,0,Unknown,217
8,0,Irish Republican Army (IRA),603
1,0,Black Nationalists,217
8,0,Basque Fatherland and Freedom (ETA),185
1,0,Black Nationalists,217
1,0,Unknown,217
8,0,Catalan Liberation Front (FAC),185
1,0,Black Liberation Army,217
8,0,Catalan Liberation Front (FAC),185
1,0,Unknown,217
1,0,Unknown,217
10,0,Popular Front for the Liberation of Palestine (PFLP),406
1,0,Chicano Radicals,217
1,0,Chicano Radicals,217
8,0,Catalan Liberation Front (FAC),185
1,0,Unknown,217
1,0,Chicano Radicals,217
1,0,Chicano Radicals,217
1,0,Chicano Radicals,217
1,0,Chicano Radicals,217
1,0,Black Liberation Army,217
1,0,Unknown,217
1,0,Jewish Defense League (JDL),217
1,0,Chicano Liberation Front,217
1,0,Chicano Liberation Front,217
1,0,Unknown,217
1,0,Chicano Liberation Front,217
1,0,Left-Wing Militants,217
1,0,Unknown,217
8,0,Revolutionary Communist League (LCR) (Spain),185
1,0,Secret Cuban Government,217
1,0,Chicano Liberation Front,217
8,0,GAC,185
1,0,Unknown,217
1,0,Chicano Liberation Front,217
1,0,Chicano Liberation Front,217
1,0,Chicano Liberation Front,217
1,0,Left-Wing Militants,217
1,0,Left-Wing Militants,217
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Unknown,185
8,0,Catalan Liberation Front (FAC),185
8,0,Catalan Liberation Front (FAC),185
1,0,Chicano Liberation Front,217
1,0,Black Liberation Army,217
1,0,Left-Wing Militants,217
1,0,Jewish Defense League (JDL),217
10,0,RYF,209
3,0,Peronist Armed Forces (FAP),11
1,0,Left-Wing Militants,217
8,0,Revolutionary Communist League (LCR) (Spain),185
1,0,Jewish Defense League (JDL),217
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Extremists,603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
1,0,Jewish Defense League (JDL),217
8,0,Unknown,603
8,0,Irish Republican Extremists,603
1,0,Unknown,217
8,0,Official Irish Republican Army (OIRA),603
1,0,Black Liberation Army,217
1,0,Black Liberation Army,217
1,0,Unknown,217
1,0,Unknown,217
1,0,Armed Revolutionary Independence Movement (MIRA),217
1,0,Armed Revolutionary Independence Movement (MIRA),217
1,0,Armed Revolutionary Independence Movement (MIRA),217
1,0,Armed Revolutionary Independence Movement (MIRA),217
1,0,Armed Revolutionary Independence Movement (MIRA),217
1,0,Armed Revolutionary Independence Movement (MIRA),217
1,0,Armed Revolutionary Independence Movement (MIRA),217
1,0,Armed Revolutionary Independence Movement (MIRA),217
1,0,Armed Revolutionary Independence Movement (MIRA),217
1,0,Armed Revolutionary Independence Movement (MIRA),217
1,0,Armed Revolutionary Independence Movement (MIRA),217
1,0,Armed Revolutionary Independence Movement (MIRA),217
1,0,Armed Revolutionary Independence Movement (MIRA),217
1,0,Armed Revolutionary Independence Movement (MIRA),217
1,0,Armed Revolutionary Independence Movement (MIRA),217
1,0,White extremists,217
1,0,Black Liberation Army,217
8,0,Unknown,185
1,0,Unknown,217
8,0,Black September,185
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
1,0,Chicano Liberation Front,217
1,0,Black Liberation Army,217
8,0,Popular Front for the Liberation of Palestine (PFLP),98
1,0,"Weather Underground, Weathermen",217
1,0,"Weather Underground, Weathermen",217
1,0,Black Nationalists,217
1,0,Black Liberation Army,217
1,0,Chicano Liberation Front,217
1,0,"Weather Underground, Weathermen",217
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
1,0,Ku Klux Klan,217
5,0,Unknown,36
5,0,Unknown,36
1,0,White extremists,217
1,0,White extremists,217
1,0,Left-Wing Militants,217
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Official Irish Republican Army (OIRA),603
1,0,Left-Wing Militants,217
10,0,Unknown,110
10,0,Black September,102
8,0,Irish Republican Army (IRA),603
8,0,Protestant extremists,603
8,0,Protestant extremists,603
8,0,Official Irish Republican Army (OIRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
10,0,Black September,102
10,0,Unknown,97
8,0,Protestant extremists,603
8,0,Irish Republican Army (IRA),603
1,0,"Weather Underground, Weathermen",217
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
1,0,Black Nationalists,217
8,0,Unknown,98
1,0,Black Revolutionary Assault Team,217
1,0,Black Revolutionary Assault Team,217
10,0,Unknown,94
8,0,Baader-Meinhof Group,362
1,0,"Weather Underground, Weathermen",217
1,0,"Weather Underground, Weathermen",217
1,0,Quartermoon Society,217
1,0,Black Liberation Army,217
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,1st of May Group,603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
1,0,Student Radicals,217
8,0,Official Irish Republican Army (OIRA),603
10,0,Al-Fatah,102
9,0,Anti-Communist extremists,161
1,0,Black Liberation Army,217
8,0,Ulster Volunteer Force (UVF),603
10,0,Unknown,94
10,0,Turkish People's Liberation Army,209
1,0,Left-Wing Militants,217
1,0,Iranian extremists,217
1,0,"Weather Underground, Weathermen",217
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
1,0,Jewish Defense League (JDL),217
1,0,Jewish Defense League (JDL),217
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Saor Eire (Irish Republican Group),96
1,0,Students for a Democratic Society,217
8,0,Irish Republican Army (IRA),603
8,0,Catalan Liberation Front (FAC),185
1,0,"Weather Underground, Weathermen",217
8,0,Irish Republican Army (IRA),603
1,0,Black Liberation Army,217
3,0,Unknown,30
3,0,Unknown,30
3,0,Unknown,30
10,0,Unknown,209
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
10,0,Black September,102
1,0,Left-Wing Militants,217
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Extremists,603
1,0,White extremists,217
1,0,Sons of Liberty,217
1,0,Unknown,217
1,0,White extremists,217
1,0,White extremists,217
1,0,Left-Wing Militants,217
1,0,Unknown,217
1,0,Unknown,217
8,0,Irish Republican Army (IRA),603
8,0,Unknown,362
4,0,Unknown,201
1,0,Puerto Rican Liberation Front,217
12,0,Croatian Nationalists,14
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
10,0,Black September,60
8,0,Irish Republican Army (IRA),603
8,0,Basque Fatherland and Freedom (ETA),185
8,0,2nd of June Movement,362
8,0,Irish Republican Army (IRA),603
10,0,Unknown,94
1,0,Left-Wing Militants,217
8,0,Ulster Volunteer Force (UVF),603
8,0,Irish Republican Army (IRA),603
1,0,Jewish Armed Resistance,217
8,0,Irish Republican Army (IRA),603
1,0,Jewish Armed Resistance,217
1,0,Unknown,217
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Official Irish Republican Army (OIRA),603
8,0,Black September,603
8,0,Black September,199
1,0,Sons of Liberty,217
8,0,Irish Republican Army (IRA),603
8,0,Ulster Volunteer Force (UVF),603
8,0,Irish Republican Army (IRA),603
1,0,Comrades in Arms,217
8,0,Irish Republican Army (IRA),603
1,0,Puerto Rican Liberation Front,217
10,0,Unknown,209
8,0,Irish Republican Army (IRA),603
2,0,Unknown,156
5,0,Unknown,160
10,0,Popular Front for the Liberation of Palestine (PFLP),106
8,0,Basque Fatherland and Freedom (ETA),185
3,0,Montoneros (Argentina),11
8,0,Irish Republican Army (IRA),603
1,0,Left-Wing Militants,217
1,0,Secret Army Organization,217
1,0,Left-Wing Militants,217
1,0,Left-Wing Militants,217
1,0,Left-Wing Militants,217
1,0,Left-Wing Militants,217
1,0,Left-Wing Militants,217
1,0,Left-Wing Militants,217
1,0,Left-Wing Militants,217
1,0,Left-Wing Militants,217
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
10,0,Unknown,155
10,0,Unknown,94
10,0,Unknown,94
10,0,Unknown,94
10,0,Unknown,209
1,0,Student Radicals,217
1,0,Student Radicals,217
8,0,Irish Republican Army (IRA),603
8,0,Revolutionary Communist League (LCR) (Spain),185
8,0,Irish Republican Army (IRA),603
1,0,Unknown,217
8,0,Croatian Nationalists,15
9,0,Croatian Nationalists,236
1,0,Jewish Defense League (JDL),217
1,0,Jewish Defense League (JDL),217
1,0,Jewish Defense League (JDL),217
8,0,Irish Republican Army (IRA),603
1,0,Black Liberation Army,217
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
1,0,Student Radicals,217
1,0,White extremists,217
1,0,Jewish Defense League (JDL),217
8,0,2nd of June Movement,362
8,0,Irish Republican Army (IRA),96
8,0,Irish Republican Army (IRA),603
3,0,Unknown,30
8,0,Black September,142
8,0,Irish Republican Extremists,603
8,0,Black September,362
8,0,Red Hand Commandos,603
8,0,Unknown,603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
1,0,People's Liberation Army (United States),217
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
10,0,Jordanian National Liberation Movement,60
8,0,Irish Republican Army (IRA),603
8,0,Black September,362
8,0,Irish Republican Army (IRA),603
8,0,Official Irish Republican Army (OIRA),603
6,0,Palestinians,92
8,0,Catalan Liberation Front (FAC),185
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
1,0,Secret Cuban Government,217
1,0,Secret Cuban Government,217
1,0,Secret Cuban Government,217
8,0,Irish Republican Army (IRA),603
8,0,Catalan Liberation Front (FAC),185
8,0,Irish Republican Army (IRA),603
8,0,Catalan Liberation Front (FAC),185
8,0,Catalan Liberation Front (FAC),185
8,0,Catalan Liberation Front (FAC),185
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Official Irish Republican Army (OIRA),603
8,0,Unknown,603
8,0,Unknown,603
8,0,Irish Republican Army (IRA),603
1,0,Jewish Armed Resistance,217
8,0,Official Irish Republican Army (OIRA),603
8,0,Ulster Volunteer Force (UVF),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Extremists,603
1,0,Black Liberation Army,217
8,0,Catalan Liberation Front (FAC),185
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
3,0,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),11
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
10,0,Turkish People's Liberation Army,209
8,0,Ulster Freedom Fighters (UFF),603
5,0,Unknown,160
5,0,Unknown,160
8,0,Irish Republican Army (IRA),603
8,0,Croatian Nationalists,198
1,0,Young Cuba,217
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
1,0,Unknown,38
1,0,Young Cuba,38
1,0,Jewish Defense League (JDL),217
8,0,Irish Republican Army (IRA),603
3,0,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),11
8,0,Official Irish Republican Army (OIRA),603
8,0,Unknown,362
8,0,Unknown,362
8,0,Catalan Liberation Front (FAC),185
8,0,Irish Republican Army (IRA),603
8,0,Official Irish Republican Army (OIRA),603
8,0,Ulster Volunteer Force (UVF),603
8,0,Official Irish Republican Army (OIRA),603
8,0,Official Irish Republican Army (OIRA),603
1,0,Jewish Defense League (JDL),217
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
10,0,Unknown,94
8,0,Protestant extremists,603
8,0,Irish Republican Army (IRA),603
8,0,Unknown,362
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Basque Fatherland and Freedom (ETA),185
10,0,Unknown,209
10,0,Unknown,209
8,0,Catalan Liberation Front (FAC),185
8,0,Unknown,198
10,0,Unknown,209
10,0,Turkish Leftists,209
10,0,Unknown,209
8,0,Unknown,362
8,0,Protestant extremists,603
8,0,Unknown,98
10,0,Unknown,209
8,0,Black September,15
1,0,Unknown,217
1,0,Left-Wing Militants,217
8,0,Baader-Meinhof Group,362
8,0,Irish Republican Army (IRA),603
3,0,Comite Argentino de Lucha Anti-Imperialisto,11
3,0,Comite Argentino de Lucha Anti-Imperialisto,11
3,0,Comite Argentino de Lucha Anti-Imperialisto,11
3,0,Comite Argentino de Lucha Anti-Imperialisto,11
8,0,Baader-Meinhof Group,362
8,0,Protestant extremists,603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Protestant extremists,603
8,0,Protestant extremists,603
8,0,Protestant extremists,603
8,0,Baader-Meinhof Group,362
8,0,Irish Republican Army (IRA),603
1,0,Left-Wing Militants,217
1,0,Left-Wing Militants,217
8,0,Ulster Freedom Fighters (UFF),603
8,0,Irish Republican Army (IRA),603
8,0,Catalan Liberation Front (FAC),185
8,0,Catalan Liberation Front (FAC),185
8,0,Baader-Meinhof Group,362
1,0,"Weather Underground, Weathermen",217
8,0,Irish Republican Army (IRA),603
1,0,Chicano Liberation Front,217
8,0,Irish Republican Army (IRA),603
1,0,Puerto Rican Nationalists,217
1,0,Jewish Defense League (JDL),217
8,0,Official Irish Republican Army (OIRA),603
8,0,Protestant extremists,603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Ulster Freedom Fighters (UFF),603
1,0,Jewish Defense League (JDL),217
8,0,Baader-Meinhof Group,362
8,0,Unknown,69
8,0,Unknown,69
8,0,Unknown,69
8,0,Unknown,69
10,0,Unknown,94
8,0,Irish Republican Army (IRA),603
1,0,Unknown,217
3,0,Unknown,11
8,0,Irish Republican Army (IRA),603
1,0,Student Radicals,217
8,0,Ulster Volunteer Force (UVF),603
8,0,Irish Republican Army (IRA),603
8,0,Ulster Volunteer Force (UVF),603
10,0,Japanese Red Army (JRA),97
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
10,0,Mujahedin-e Khalq (MEK),94
10,0,Unknown,94
10,0,Mujahedin-e Khalq (MEK),94
10,0,Unknown,94
10,0,Unknown,94
10,0,Unknown,94
8,0,GAC,185
3,0,Red Flag (Venezuela),222
1,0,Black Panthers,217
8,0,Irish Republican Army (IRA),603
8,0,Protestant extremists,603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
3,0,Montoneros (Argentina),11
8,0,Irish Republican Army (IRA),603
8,0,Unknown,96
8,0,Protestant extremists,603
8,0,Protestant extremists,603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
1,0,National Front for the Liberation of Cuba (FLNC),217
8,0,Croatian Nationalists,362
5,0,Unknown,428
8,0,Ulster Freedom Fighters (UFF),603
8,0,Irish Republican Army (IRA),603
1,0,Secret Army Organization,217
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
5,0,Unknown,160
8,0,Irish Republican Army (IRA),603
8,0,Protestant extremists,603
8,0,Irish Republican Army (IRA),603
8,0,Ulster Freedom Fighters (UFF),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Extremists,603
8,0,Irish Republican Army (IRA),603
8,0,Protestant extremists,603
8,0,Protestant extremists,603
8,0,Irish Republican Extremists,603
8,0,Protestant extremists,603
8,0,Ulster Volunteer Force (UVF),603
8,0,Protestant extremists,603
8,0,Ulster Volunteer Force (UVF),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Extremists,603
8,0,Irish Republican Extremists,603
8,0,Irish Republican Army (IRA),603
8,0,Protestant extremists,603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Extremists,603
8,0,Ulster Freedom Fighters (UFF),603
8,0,Protestant extremists,603
8,0,Irish Republican Extremists,603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Protestant extremists,603
5,0,Unknown,160
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Unknown,362
8,0,Unknown,362
8,0,Unknown,362
8,0,Unknown,362
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
3,0,Unknown,45
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Protestant extremists,603
8,0,Irish Republican Army (IRA),603
5,0,Unknown,160
8,0,Protestant extremists,603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Ulster Freedom Fighters (UFF),603
8,0,Ulster Volunteer Force (UVF),603
8,0,Irish Republican Army (IRA),603
8,0,Ulster Freedom Fighters (UFF),603
8,0,Irish Republican Army (IRA),603
8,0,Official Irish Republican Army (OIRA),603
8,0,Irish Republican Army (IRA),603
8,0,Ulster Freedom Fighters (UFF),603
8,0,Ulster Freedom Fighters (UFF),603
3,0,OPR-33,218
8,0,Protestant extremists,603
8,0,Ulster Freedom Fighters (UFF),603
8,0,Protestant extremists,603
1,0,Black Panthers,217
8,0,Irish Republican Army (IRA),603
10,0,Unknown,94
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Ulster Freedom Fighters (UFF),603
8,0,Black September,98
8,0,Protestant extremists,603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
10,0,Unknown,94
8,0,Protestant extremists,603
8,0,Protestant extremists,603
10,0,Unknown,94
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Black September,98
8,0,Ulster Volunteer Force (UVF),603
8,0,Irish Republican Army (IRA),603
1,0,Puerto Rican Revolutionary Movement,217
1,0,Puerto Rican Revolutionary Movement,217
8,0,Ulster Freedom Fighters (UFF),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
1,0,Puerto Rican Revolutionary Movement,217
1,0,Puerto Rican Revolutionary Movement,217
1,0,Puerto Rican Revolutionary Movement,217
8,0,Irish Republican Army (IRA),603
8,0,Ulster Volunteer Force (UVF),603
8,0,Irish Republican Army (IRA),603
10,0,Unknown,110
10,0,Unknown,94
5,0,Unknown,160
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Ulster Volunteer Force (UVF),603
8,0,Ulster Volunteer Force (UVF),603
8,0,Ulster Freedom Fighters (UFF),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Popular Revolutionary Resistance Group,78
8,0,Unknown,69
8,0,Irish Republican Army (IRA),603
8,0,Ulster Freedom Fighters (UFF),603
8,0,Protestant extremists,603
5,0,Unknown,36
8,0,Black September,362
8,0,Protestant extremists,603
8,0,Protestant extremists,603
8,0,Irish Republican Army (IRA),603
8,0,Palestinians,21
8,0,Protestant extremists,603
8,0,Ulster Volunteer Force (UVF),603
8,0,Irish Republican Army (IRA),603
1,0,Jewish Defense League (JDL),217
8,0,Croatian Nationalists,198
12,0,Croatian Nationalists,14
8,0,Irish Republican Army (IRA),603
8,0,Unknown,603
8,0,Black September,603
1,0,Black September,38
1,0,Black September,38
8,0,Black September,603
8,0,Black September,603
8,0,Black September,603
8,0,Black September,603
8,0,Black September,603
8,0,Black September,603
8,0,Black September,603
8,0,Black September,69
8,0,Black September,69
8,0,Black September,199
8,0,Black September,199
8,0,Black September,199
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
10,0,Black September,97
10,0,Black September,97
10,0,Black September,97
